Question,Segment Type,Segment Description,Answer,Count,Percentage
What social platform has influenced your online shopping most?,University,Hampden-Sydney College ,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Hampden-Sydney College ,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Hampden-Sydney College ,None,2,1.0
What social platform has influenced your online shopping most?,University,University of Arizona,Facebook,8,0.157
What social platform has influenced your online shopping most?,University,University of Arizona,Instagram,27,0.529
What social platform has influenced your online shopping most?,University,University of Arizona,Snapchat,2,0.039
What social platform has influenced your online shopping most?,University,University of Arizona,Twitter,5,0.098
What social platform has influenced your online shopping most?,University,University of Arizona,None,9,0.176
What social platform has influenced your online shopping most?,University,Coventry University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Coventry University,Instagram,2,1.0
What social platform has influenced your online shopping most?,University,Coventry University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Coventry University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Coventry University,None,0,0.0
What social platform has influenced your online shopping most?,University,Rochester Institute of Technology,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Rochester Institute of Technology,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Rochester Institute of Technology,Snapchat,2,0.667
What social platform has influenced your online shopping most?,University,Rochester Institute of Technology,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Rochester Institute of Technology,None,1,0.333
What social platform has influenced your online shopping most?,University,Colgate University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Colgate University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Colgate University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Colgate University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Colgate University,None,2,1.0
What social platform has influenced your online shopping most?,University,Northwestern University,Facebook,30,0.261
What social platform has influenced your online shopping most?,University,Northwestern University,Instagram,47,0.409
What social platform has influenced your online shopping most?,University,Northwestern University,Snapchat,4,0.035
What social platform has influenced your online shopping most?,University,Northwestern University,Twitter,4,0.035
What social platform has influenced your online shopping most?,University,Northwestern University,None,30,0.261
What social platform has influenced your online shopping most?,University,Saginaw Valley State University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Saginaw Valley State University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Saginaw Valley State University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Saginaw Valley State University,Twitter,1,1.0
What social platform has influenced your online shopping most?,University,Saginaw Valley State University,None,0,0.0
What social platform has influenced your online shopping most?,University,University of Michigan,Facebook,12,0.231
What social platform has influenced your online shopping most?,University,University of Michigan,Instagram,16,0.308
What social platform has influenced your online shopping most?,University,University of Michigan,Snapchat,1,0.019
What social platform has influenced your online shopping most?,University,University of Michigan,Twitter,2,0.038
What social platform has influenced your online shopping most?,University,University of Michigan,None,21,0.404
What social platform has influenced your online shopping most?,University,Boise State University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Boise State University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Boise State University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Boise State University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Boise State University,None,0,0.0
What social platform has influenced your online shopping most?,University,Cornell University,Facebook,35,0.287
What social platform has influenced your online shopping most?,University,Cornell University,Instagram,44,0.361
What social platform has influenced your online shopping most?,University,Cornell University,Snapchat,4,0.033
What social platform has influenced your online shopping most?,University,Cornell University,Twitter,1,0.008
What social platform has influenced your online shopping most?,University,Cornell University,None,38,0.311
What social platform has influenced your online shopping most?,University,University of New Hampshire,Facebook,3,0.429
What social platform has influenced your online shopping most?,University,University of New Hampshire,Instagram,2,0.286
What social platform has influenced your online shopping most?,University,University of New Hampshire,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of New Hampshire,Twitter,1,0.143
What social platform has influenced your online shopping most?,University,University of New Hampshire,None,1,0.143
What social platform has influenced your online shopping most?,University,UMass Dartmouth,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,UMass Dartmouth,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,UMass Dartmouth,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,UMass Dartmouth,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,UMass Dartmouth,None,2,1.0
What social platform has influenced your online shopping most?,University,High Point University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,High Point University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,High Point University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,High Point University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,High Point University,None,2,1.0
What social platform has influenced your online shopping most?,University,University of Minnesota,Facebook,0,0.0
